"","Study","Site","Pre_Date","Post_Date","Subsample","Treatment","Cage","FishID","Tag","Pre_FL_mm","Post_FL_mm","Lab_FL_mm","Pre_Weight_g","Post_Weight_g","Lab_Weight_g","Pre_CF","Post_CF","Lab_CF","Lab_LiverWeight_g","Lab_HSI","Glycogen","Post_CTM","CTM_Recovered","Comments"
"352","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N8",NA,NA,58,59,NA,1.32,1.2104,NA,0.676534503259666,0.58934944663281,0.0162,1.33840052875083,2.37374772359571,NA,NA,"Dead in bucket, stiff NA"
"353","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N9",NA,NA,45,NA,NA,0.5,NA,NA,0.548696844993141,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"354","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N10",NA,NA,53,55,NA,1.05,0.969,NA,0.705280197747133,0.582419233658903,0.0067,0.691434468524252,2.86979340095498,NA,NA,"Dead in bucket, stiff NA"
"355","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N11",NA,NA,55,55,NA,0.92,0.757,NA,0.552967693463561,0.454996243425995,0.0031,0.409511228533686,7.03093521840009,NA,NA,"Dead in bucket, stiff NA"
"356","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N12",NA,NA,52,NA,NA,1,NA,NA,0.711197086936732,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"357","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N13",NA,NA,54,NA,NA,0.97,NA,NA,0.616013819031652,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"358","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N14",NA,NA,55,55,NA,0.92,0.878,NA,0.552967693463561,0.527723516153268,0.0075,0.854214123006834,3.6837443334636,NA,NA,"Dead in bucket, stiff NA"
"359","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N15",NA,NA,53,53,NA,1,0.9035,NA,0.671695426425841,0.606876817775748,0.0078,0.863309352517986,5.72586060228862,NA,NA,"Dead in bucket, stiff NA"
"360","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N16",NA,NA,57,58,NA,1.31,1.2292,NA,0.707370148979713,0.629997129853622,0.0087,0.707777416205662,3.52016008988041,NA,NA,"Dead in bucket, stiff NA"
"361","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N17",NA,NA,56,NA,NA,1.3,NA,NA,0.740251457725947,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"362","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N18",NA,NA,55,NA,NA,1.28,NA,NA,0.769346356123216,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"363","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N19",NA,NA,48,NA,NA,0.82,NA,NA,0.74146412037037,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"364","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N20",NA,NA,62,60,NA,1.69,1.6203,NA,0.709106777214595,0.750138888888889,0.0105,0.648028142936493,2.18612612136408,NA,NA,"Dead in bucket, stiff NA"
"365","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N21",NA,NA,65,64,NA,2.23,2.1883,NA,0.812016385980883,0.834770202636719,0.0125,0.571219668235617,3.11831815874664,NA,NA,"Dead in bucket, stiff NA"
"366","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N22",NA,NA,42,42,NA,0.49,0.463,NA,0.661375661375661,0.624932512687615,0.0029,0.626349892008639,2.39081980542342,NA,NA,"Dead in bucket, stiff NA"
"367","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N23",NA,NA,48,NA,NA,0.75,NA,NA,0.678168402777777,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"368","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N24",NA,NA,54,NA,NA,1.02,NA,NA,0.647767108672458,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"369","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N25",NA,NA,55,NA,NA,0.99,NA,NA,0.59504132231405,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"370","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N26",NA,NA,47,47,NA,0.52,0.5168,NA,0.500852412278589,0.497770243587644,0.0066,1.27708978328173,4.50815145583835,NA,NA,"Sat in a weigh boat for a while by accident. NA"
"371","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N27",NA,NA,50,NA,NA,0.77,NA,NA,0.616,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff. Body sliced by net NA"
"372","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N28",NA,NA,62,NA,NA,1.71,NA,NA,0.717498573394649,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"373","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N29",NA,NA,56,NA,NA,1.05,NA,NA,0.597895408163265,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"374","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N30",NA,NA,48,46,NA,0.57,0.5342,NA,0.515407986111111,0.548820580258075,0.0049,0.917259453388244,4.12938206005377,NA,NA,"Dead in bucket, stiff NA"
"375","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N31",NA,NA,52,NA,NA,0.77,NA,NA,0.547621756941284,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"376","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N32",NA,NA,55,NA,NA,1.37,NA,NA,0.823441021788129,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"377","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N33",NA,NA,61,59,NA,1.58,1.4662,NA,0.696093505623819,0.7138996684179,0.0119,0.811621879688992,2.18190071366402,NA,NA,"Dead in bucket, stiff NA"
"378","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N34",NA,NA,50,50,NA,0.79,0.7343,NA,0.632,0.58744,0.0101,1.37545962140814,2.68655913124565,NA,NA,"Dead in bucket, stiff NA"
"379","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N35",NA,NA,39,41,NA,0.42,0.3947,NA,0.708036210994791,0.572684667953164,0.0019,0.481378261971117,2.15831685586248,NA,NA,"Dead in bucket, stiff NA"
"380","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N36",NA,NA,56,55,NA,1.48,1.416,NA,0.842747813411079,0.851089406461307,0.0104,0.734463276836158,4.10121766779478,NA,NA,"Dead in bucket, stiff NA"
"381","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N37",NA,NA,48,NA,NA,0.87,NA,NA,0.786675347222222,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"382","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N38",NA,NA,51,NA,NA,0.78,NA,NA,0.588009136757356,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"383","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N39",NA,NA,52,NA,NA,1.3,NA,NA,0.924556213017751,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"384","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N40",NA,NA,54,NA,NA,0.91,NA,NA,0.577909871462683,NA,NA,NA,NA,NA,NA,"Dead in bucket, stiff NA"
"385","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N41",NA,NA,60,NA,NA,1.74,NA,NA,0.805555555555556,NA,NA,NA,NA,NA,NA,"Alive NA"
"386","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N42",NA,NA,45,45,NA,0.39,0.3512,NA,0.42798353909465,0.385404663923182,0.0022,0.626423690205011,2.03709758952814,NA,NA,"Alive NA"
"387","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N43",NA,NA,51,50,NA,0.95,0.9286,NA,0.716164974255754,0.74288,0.0096,1.03381434417403,2.16401814279427,NA,NA,"Alive NA"
"388","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N44",NA,NA,54,53,NA,1.08,1.0268,NA,0.685871056241427,0.689696863854054,0.0082,0.798597584729256,2.14964545927174,NA,NA,"Alive NA"
"389","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N45",NA,NA,46,48,NA,0.62,0.589,NA,0.636968850168488,0.532588252314815,0.0047,0.797962648556876,2.7052627107506,NA,NA,"Alive NA"
"390","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N46",NA,NA,55,55,NA,1.25,1.1955,NA,0.751314800901578,0.718557475582269,0.0105,0.878293601003764,2.70877149397892,NA,NA,"Alive NA"
"391","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"7","2024_SMS_C7N47",NA,NA,49,45,NA,0.59,0.5585,NA,0.501491725386531,0.612894375857339,0.0065,1.16383169203223,3.33628683649397,NA,NA,"Alive NA"
"392","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N1",NA,NA,53,59,NA,1.49,1.4623,NA,1.0008261853745,0.712000740095141,0.0153,1.04629692949463,1.68326608359053,NA,NA,"Alive CTM crew bucketed fish 1 - 25 first. DWR crew bucketed fish 26-29 later"
"393","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N2",NA,NA,53,59,NA,1.25,1.2223,NA,0.839619283032301,0.595143612540717,0.0045,0.368158389920641,2.90244850544434,NA,NA,"Left in net, do not use for glycogen NA"
"394","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N3",NA,NA,52,54,NA,1.05,0.9745,NA,0.746756941283569,0.618871615099324,0.0062,0.636223704463828,3.19002760026656,NA,NA,"Very skinny fish NA"
"395","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N4",NA,NA,55,55,NA,0.96,0.9258,NA,0.577009767092412,0.556453794139744,0.0042,0.453661697990927,1.90050908233862,NA,NA,"LOE NA"
"396","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N5",NA,NA,69,67,NA,2.1,2.0042,NA,0.639251892642211,0.666371860900443,0.0104,0.518910288394372,2.87032094379297,NA,NA,"LOE NA"
"397","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N6",NA,NA,50,53,NA,0.8,0.7461,NA,0.64,0.50115195765632,0.0072,0.965018094089264,3.66604968544387,NA,NA,"LOE NA"
"398","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N7",NA,NA,54,53,NA,1,0.9063,NA,0.635065792816136,0.60875756496974,0.0066,0.728235683548494,3.15773244924008,NA,NA,"LOE NA"
"399","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N8",NA,NA,57,59,NA,1.04,0.9684,NA,0.561576301480078,0.4715185096821,0.0068,0.702189178025609,6.30254313178696,NA,NA,"Very skinny fish NA"
"400","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N9",NA,NA,43,43,NA,0.43,0.3949,NA,0.540832882639264,0.496685826405222,0.0024,0.607748797163839,1.72113254380845,NA,NA,"Very skinny fish NA"
"401","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N10",NA,NA,60,67,NA,1.48,1.4404,NA,0.685185185185185,0.478915292107074,0.0083,0.576228825326298,6.32278595429131,NA,NA,"sat on floor, don't use for glycogen NA"
"402","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N11",NA,NA,53,54,NA,0.97,0.9867,NA,0.651544563633066,0.626619417771681,0.0034,0.344582953278605,2.33111564028286,NA,NA,"died in bucket. cage 1 fish accidentally place in ""C2"" foil NA"
"403","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N12",NA,NA,47,48,NA,0.69,0.6463,NA,0.664592623985051,0.584400318287037,0.0048,0.742689153643819,2.20639978270266,NA,NA,"died in bucket. cage 1 fish accidentally place in ""C2"" foil NA"
"404","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N13",NA,NA,50,50,NA,0.68,0.6936,NA,0.544,0.55488,0.0016,0.230680507497116,NA,NA,NA,"died in haulout. length estimated, fish was squished. cage 1 fish accidentally place in ""C2"" foil NA"
"405","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N14",NA,NA,46,45,NA,0.48,0.4753,NA,0.493137174323991,0.52159122085048,0.0033,0.694298337891858,3.40826698549754,NA,NA,"died in bucket. cage 1 fish accidentally place in ""C2"" foil NA"
"406","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N15",NA,NA,50,53,NA,0.92,0.8226,NA,0.736,0.552536657777897,0.0059,0.717238025771943,1.48596186672759,NA,NA,"cage 1 fish accidentally place in ""C2"" foil NA"
"407","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N16",NA,NA,61,62,NA,1.52,1.4412,NA,0.669659575030509,0.604712832734718,0.0144,0.999167360532889,1.33168677422958,NA,NA,"cage 1 fish accidentally place in ""C2"" foil NA"
"408","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N17",NA,NA,55,56,NA,1.04,0.9894,NA,0.625093914350113,0.563388301749271,0.0075,0.758035172832019,6.40629820052081,NA,NA,"Very skinny fish NA"
"409","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N18",NA,NA,53,50,NA,1.03,0.9849,NA,0.691846289218616,0.78792,0.0077,0.7818052594172,NA,NA,NA,"LOE NA"
"410","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N19",NA,NA,47,47,NA,0.62,0.564,NA,0.597170183870626,0.543232231779086,0.0042,0.74468085106383,0.921321866312954,NA,NA,"Smashed by net during haulout. length estimated NA"
"411","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N20",NA,NA,46,46,NA,0.63,0.6048,NA,0.647242541300238,0.621352839648229,0.0055,0.909391534391534,1.81667823396522,NA,NA,"Very skinny fish NA"
"412","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N21",NA,NA,47,50,NA,0.7,0.6874,NA,0.674224401144255,0.54992,0.0061,0.887401803898749,2.26484544872366,NA,NA,"Tiny NA"
"413","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N22",NA,NA,53,54,NA,0.8,0.7067,NA,0.537356341140673,0.448800995783163,0.0043,0.608461865006368,2.39600125723328,NA,NA,"Verify weight - data sheet says 0.20. Weight estimated at 1.20 based on expected value and field notes NA"
"414","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N23",NA,NA,45,48,NA,0.67,0.597,NA,0.735253772290809,0.539822048611111,0.0031,0.519262981574539,2.81111217522546,NA,NA,"LOE NA"
"415","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N24",NA,NA,46,46,NA,0.58,0.482,NA,0.595874085641489,0.495191912550341,0.0016,0.33195020746888,NA,NA,NA,"LOE NA"
"416","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N25",NA,NA,55,55,NA,1.05,0.9915,NA,0.631104432757325,0.595942900075132,0.0052,0.524457892082703,2.87373463347567,NA,NA,"Dead in bucket NA"
"417","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N26",NA,NA,52,59,NA,1.27,1.2255,NA,0.90322030040965,0.596701707574776,0.0086,0.701754385964912,3.09514695450166,NA,NA,"Dead in bucket NA"
"418","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N27",NA,NA,51,NA,NA,0.62,NA,NA,0.467391877935334,NA,NA,NA,NA,NA,NA,"Dead in bucket NA"
"419","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N28",NA,NA,41,NA,NA,0.44,NA,NA,0.638412095007327,NA,NA,NA,NA,NA,NA,"Dead in bucket NA"
"420","SMSCG","Suisun Marsh",NA,"2024-09-25",NA,NA,"8","2024_SMS_C8N29",NA,NA,55,53,NA,1.11,1.0455,NA,0.667167543200601,0.702257568328217,0.0068,0.650406504065041,4.4100264588017,NA,NA,"Dead in bucket NA"
"421","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN1",NA,50,NA,51,0.86,NA,0.83872,0.688,NA,0.632275670745038,0.0093,1.10883250667684,12.3900091475498,NA,NA,NA
"422","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN2",NA,55,NA,57,1.19,NA,1.13596,0.715251690458302,NA,0.613392514835874,0.01227,1.08014366703053,11.0770282113323,NA,NA,NA
"423","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN3",NA,60,NA,56,1.79,NA,1.70802,0.828703703703704,NA,0.97258791909621,0.02064,1.20841676326975,15.7481322984425,NA,NA,NA
"424","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN4",NA,52,NA,54,1.09,NA,1.05345,0.775204824761038,NA,0.669010059442158,0.01225,1.16284588732261,12.3286848475733,NA,NA,NA
"425","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN5",NA,67,NA,64,2.06,NA,2.00451,0.684924674910145,NA,0.764659881591797,0.01819,0.90745369192471,6.80990241826973,NA,NA,NA
"426","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN6",NA,49,NA,47,0.74,NA,0.70147,0.628989621671242,NA,0.675640272386658,0.0074,1.05492750937317,5.86017884889302,NA,NA,NA
"427","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN7",NA,51,NA,53,0.94,NA,0.90139,0.708626395579377,NA,0.605459540425989,0.0063,0.698920556030131,5.20387040330589,NA,NA,NA
"428","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN8",NA,46,NA,48,0.65,NA,0.63535,0.667789923563738,NA,0.574499059606481,0.00239,0.376170614621862,5.16793328629735,NA,NA,NA
"429","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN9",NA,47,NA,49,0.78,NA,0.75703,0.751278618417884,NA,0.643464882829433,0.00925,1.22188024252672,23.5502092836948,NA,NA,NA
"430","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN10",NA,46,NA,45,0.68,NA,0.6463,0.698610996958987,NA,0.709245541838134,0.00548,0.847903450410026,5.76054867988922,NA,NA,NA
"431","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN11",NA,53,NA,53,1.1,NA,1.06037,0.738864969068425,NA,0.712245679319169,0.0102,0.961928383488782,10.2259303713374,NA,NA,NA
"432","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN12",NA,47,NA,47,0.68,NA,0.65696,0.654960846825848,NA,0.632769232251043,0.00342,0.520579639551875,12.5544371723403,NA,NA,NA
"433","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN13",NA,51,NA,53,0.93,NA,0.87214,0.701087816903001,NA,0.585812449203033,0.00705,0.808356456532208,3.13521216245127,NA,NA,NA
"434","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN14",NA,46,NA,43,0.63,NA,0.60532,0.647242541300238,NA,0.761341768649301,0.00569,0.939998678384986,10.1371331139387,NA,NA,NA
"435","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN15",NA,54,NA,54,1.09,NA,1.0574,0.692221714169588,NA,0.671518569323782,0.01042,0.9854359750331,9.84058415104898,NA,NA,NA
"436","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN16",NA,53,NA,54,1.04,NA,0.98285,0.698563243482875,NA,0.624174414469339,0.01035,1.05305997863357,19.159429578655,NA,NA,NA
"437","SMSCG","FCCL","2024-08-28",NA,NA,NA,NA,"2024_SMS_PREN17",NA,57,NA,59,1.37,NA,1.30444,0.73976878175741,NA,0.635137964446219,0.01248,0.956732390911042,7.42263086428249,NA,NA,NA
"438","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","6","2024_SMS_SMCTMA3",NA,NA,60,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA,"28.2","y",NA
"439","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","6","2024_SMS_SMCTMB2",NA,NA,58,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,"28.9","y",NA
"440","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","6","2024_SMS_SMCTMC6",NA,NA,64,NA,NA,1.94,NA,NA,NA,NA,NA,NA,NA,"29","y",NA
"441","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","5","2024_SMS_SMCTMD3",NA,NA,54,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,"29.3","y",NA
"442","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","8","2024_SMS_SMCTME7",NA,NA,54,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,"27.7","y",NA
"443","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","6","2024_SMS_SMCTMF1",NA,NA,62,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,"28.7","y",NA
"444","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","6","2024_SMS_SMCTMG5",NA,NA,58,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,"29.5","y",NA
"445","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","8","2024_SMS_SMCTMH3",NA,NA,48,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,"26.3","y",NA
"446","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","6","2024_SMS_SMCTMI4",NA,NA,59,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,"29.1","y",NA
"447","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","8","2024_SMS_SMCTMJ6",NA,NA,52,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,"na","n","LOE in acclimation"
"448","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","6","2024_SMS_SMCTMK7",NA,NA,59,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,"29.4","y",NA
"449","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","8","2024_SMS_SMCTML4",NA,NA,50,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,"24.5","y",NA
"450","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","6","2024_SMS_SMCTMM8",NA,NA,63,NA,NA,1.66,NA,NA,NA,NA,NA,NA,NA,"30.7","y",NA
"451","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","5","2024_SMS_SMCTMN6",NA,NA,46,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,"26.8","y",NA
"452","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","8","2024_SMS_SMCTMO1",NA,NA,64,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,"28","y",NA
"453","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","5","2024_SMS_SMCTMP5",NA,NA,57,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,"26.6","n",NA
"454","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","5","2024_SMS_SMCTMQ4",NA,NA,52,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,"30","y",NA
"455","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","8","2024_SMS_SMCTMR8",NA,NA,60,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA,"28.6","n",NA
"456","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","8","2024_SMS_SMCTMS5",NA,NA,64,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,"26.6","y",NA
"457","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","5","2024_SMS_SMCTMT7",NA,NA,49,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,"29","y",NA
"458","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","5","2024_SMS_SMCTMU8",NA,NA,60,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,"29.1","n",NA
"459","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","5","2024_SMS_SMCTMV2",NA,NA,58,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,"29.9","n",NA
"460","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","8","2024_SMS_SMCTMW2",NA,NA,57,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,"22.4","y",NA
"461","SMSCG","Suisun Marsh",NA,"9/25/2024",NA,"scrub","5","2024_SMS_SMCTMX1",NA,NA,58,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,"28.8","n",NA
"462","SMSCG","Rio Vista",NA,"9/26/2024",NA,"scrub","2","2024_SMS_RVCTMA1",NA,NA,56,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,"na","n","LOE in acclimation"
"463","SMSCG","Rio Vista",NA,"9/26/2024",NA,"scrub","1","2024_SMS_RVCTMB1",NA,NA,56,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,"20.9","y",NA
"464","SMSCG","Rio Vista",NA,"9/26/2024",NA,"scrub","2","2024_SMS_RVCTMC4",NA,NA,51,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,"28.2","y",NA
"465","SMSCG","Rio Vista",NA,"9/26/2024",NA,"scrub","1","2024_SMS_RVCTMD7",NA,NA,57,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,"26.4","y","first fish LOE swapped for new fish within 10min of acclimation"
"466","SMSCG","Rio Vista",NA,"9/26/2024",NA,"scrub","3","2024_SMS_RVCTME1",NA,NA,49,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,"na","n","LOE in acclimation"
